0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.01	0
0.013	0
0.013	0
0.017	0
0.173796	68
0.175796	68
0.191477	402
0.200661	570
0.201533	620
0.208533	620
0.214533	620
0.215533	620
0.221533	620
0.227533	620
0.228533	620
0.235533	620
0.241533	620
0.242533	620
0.248533	620
0.254533	620
0.255533	620
0.262533	620
0.268533	620
0.269533	620
0.275533	620
0.281533	620
0.282533	620
0.289533	620
0.295533	620
0.296533	620
0.302533	620
0.308533	620
0.309533	620
0.316877	667
0.321993	727
0.322993	727
0.328993	727
0.336997	727
0.336997	727
0.342997	727
0.347557	727
0.348557	727
0.353557	727
0.359893	727
0.359893	727
0.365861	727
0.370861	727
0.371325	727
0.376325	727
0.382637	727
0.382637	727
0.388725	727
0.393445	727
0.394445	727
0.399285	727
0.405501	727
0.405501	727
0.411589	727
0.416589	727
0.417589	727
0.422677	727
0.430243	727
0.430243	727
0.439337	727
0.448903	727
0.448903	727
0.457997	727
0.467563	735
0.467563	735
0.473783	759
0.478783	759
0.478783	759
0.484349	785
0.489349	785
0.489349	785
0.498665	1310
0.500665	1310
0.501665	1310
0.511105	1310
0.513105	1310
0.514105	1310
0.526421	1310
0.528421	1310
0.529421	1310
0.539335	1310
0.541335	1310
0.542335	1310
0.548429	1310
0.550429	1310
0.551429	1310
0.557995	1310
0.559995	1310
0.560995	1310
0.569963	1310
0.571963	1310
0.572963	1310
0.579529	1310
0.581529	1310
0.582529	1310
0.588623	1310
0.590623	1310
0.591623	1310
0.601537	1310
0.603537	1310
0.604537	1310
0.610631	1310
0.612631	1310
0.613631	1310
0.620197	1310
0.622197	1310
0.623197	1310
0.632165	1310
0.634165	1310
0.635165	1310
0.641731	1310
0.643731	1310
0.644731	1310
0.654173	1310
0.656173	1310
0.657173	1310
0.663743	1310
0.665743	1310
0.666743	1310
0.672839	1310
0.674839	1310
0.675839	1310
0.688631	1310
0.697727	1310
0.697727	1310
0.707297	1310
0.722615	1310
0.722615	1310
0.738407	1310
0.759947	1310
0.759947	1310
0.772391	1310
0.778613	1310
0.778613	1310
0.791057	1310
0.800627	1310
0.800627	1310
0.806849	1310
0.819293	1310
0.819293	1310
0.822641	1310
0.831737	1310
0.831737	1310
0.840833	1310
0.850403	1310
0.850403	1310
0.856625	1310
0.868595	1310
0.868595	1310
0.872417	1310
0.881039	1310
0.881039	1310
0.884861	1310
0.893957	1310
0.893957	1310
0.900179	1310
0.909275	1310
0.909275	1310
0.912623	1310
0.921719	1310
0.921719	1310
